F4IBE4	AT1G58807	ARATH|TAIR=locus|UniProtKB=F4IBE4	ARATH|TAIR=AT1G58807|UniProtKB=F4IBE4
F4II26	AT2G40710	ARATH|TAIR=locus|UniProtKB=F4II26	ARATH|TAIR=AT2G40710|UniProtKB=F4II26
F4IV16	AT2G44750	ARATH|TAIR=locus|UniProtKB=F4IV16	ARATH|TAIR=AT2G44750|UniProtKB=F4IV16
F4IXJ7	AT3G21350	ARATH|TAIR=locus|UniProtKB=F4IXJ7	ARATH|TAIR=AT3G21350|UniProtKB=F4IXJ7
F4JCD3	AT3G19780	ARATH|TAIR=locus|UniProtKB=F4JCD3	ARATH|TAIR=AT3G19780|UniProtKB=F4JCD3
F4JFR1	AT3G14110	ARATH|TAIR=locus|UniProtKB=F4JFR1	ARATH|TAIR=AT3G14110|UniProtKB=F4JFR1
F4JKK9	AT4G34140	ARATH|TAIR=locus|UniProtKB=F4JKK9	ARATH|TAIR=AT4G34140|UniProtKB=F4JKK9
F4JLB7	AT4G28560	ARATH|TAIR=locus|UniProtKB=F4JLB7	ARATH|TAIR=AT4G28560|UniProtKB=F4JLB7
F4JLZ6	AT4G22755	ARATH|TAIR=locus|UniProtKB=F4JLZ6	ARATH|TAIR=AT4G22755|UniProtKB=F4JLZ6
F4JMR3	AT4G23020	ARATH|TAIR=locus|UniProtKB=F4JMR3	ARATH|TAIR=AT4G23020|UniProtKB=F4JMR3
F4JPR8	AT4G11745	ARATH|TAIR=locus|UniProtKB=F4JPR8	ARATH|TAIR=AT4G11745|UniProtKB=F4JPR8
F4JYY5	AT5G60400	ARATH|TAIR=locus|UniProtKB=F4JYY5	ARATH|TAIR=AT5G60400|UniProtKB=F4JYY5
F4K064	AT5G48090	ARATH|TAIR=locus|UniProtKB=F4K064	ARATH|TAIR=AT5G48090|UniProtKB=F4K064
F4K217	AT5G61240	ARATH|TAIR=locus|UniProtKB=F4K217	ARATH|TAIR=AT5G61240|UniProtKB=F4K217
F4K4F5	AT5G36480	ARATH|TAIR=locus|UniProtKB=F4K4F5	ARATH|TAIR=AT5G36480|UniProtKB=F4K4F5
F4K6B8	AT5G56040	ARATH|TAIR=locus|UniProtKB=F4K6B8	ARATH|TAIR=AT5G56040|UniProtKB=F4K6B8
F4KBM7	AT5G38820	ARATH|TAIR=locus|UniProtKB=F4KBM7	ARATH|TAIR=AT5G38820|UniProtKB=F4KBM7
F4KHY7	AT5G65430	ARATH|TAIR=locus|UniProtKB=F4KHY7	ARATH|TAIR=AT5G65430|UniProtKB=F4KHY7
O04846	AT3G52720	ARATH|TAIR=locus|UniProtKB=O04846	ARATH|TAIR=AT3G52720|UniProtKB=O04846
O22138	AT2G45340	ARATH|TAIR=locus|UniProtKB=O22138	ARATH|TAIR=AT2G45340|UniProtKB=O22138
O22178	AT2G23300	ARATH|TAIR=locus|UniProtKB=O22178	ARATH|TAIR=AT2G23300|UniProtKB=O22178
O22265	AT2G47450	ARATH|TAIR=locus|UniProtKB=O22265	ARATH|TAIR=AT2G47450|UniProtKB=O22265
O23403	AT4G15510	ARATH|TAIR=locus|UniProtKB=O23403	ARATH|TAIR=AT4G15510|UniProtKB=O23403
O23708	AT1G16470	ARATH|TAIR=locus|UniProtKB=O23708	ARATH|TAIR=AT1G16470|UniProtKB=O23708
O48848	AT2G32690	ARATH|TAIR=locus|UniProtKB=O48848	ARATH|TAIR=AT2G32690|UniProtKB=O48848
O49654	AT4G22730	ARATH|TAIR=locus|UniProtKB=O49654	ARATH|TAIR=AT4G22730|UniProtKB=O49654
O80780	AT2G34310	ARATH|TAIR=locus|UniProtKB=O80780	ARATH|TAIR=AT2G34310|UniProtKB=O80780
O80944	AT2G37760	ARATH|TAIR=locus|UniProtKB=O80944	ARATH|TAIR=AT2G37760|UniProtKB=O80944
O81146	AT5G35590	ARATH|TAIR=locus|UniProtKB=O81146	ARATH|TAIR=AT5G35590|UniProtKB=O81146
O81147	AT2G05840	ARATH|TAIR=locus|UniProtKB=O81147	ARATH|TAIR=AT2G05840|UniProtKB=O81147
O81445	AT4G17615	ARATH|TAIR=locus|UniProtKB=O81445	ARATH|TAIR=AT4G17615|UniProtKB=O81445
O81831	AT4G27280	ARATH|TAIR=locus|UniProtKB=O81831	ARATH|TAIR=AT4G27280|UniProtKB=O81831
O81865	AT4G19840	ARATH|TAIR=locus|UniProtKB=O81865	ARATH|TAIR=AT4G19840|UniProtKB=O81865
O82514	AT5G63400	ARATH|TAIR=locus|UniProtKB=O82514	ARATH|TAIR=AT5G63400|UniProtKB=O82514
P0C884	AT2G29065	ARATH|TAIR=locus|UniProtKB=P0C884	ARATH|TAIR=AT2G29065|UniProtKB=P0C884
P0CAX9	AT4G14276	ARATH|TAIR=locus|UniProtKB=P0CAX9	ARATH|TAIR=AT4G14276|UniProtKB=P0CAX9
P0CH33	AT4G05050	ARATH|TAIR=locus|UniProtKB=P0CH33	ARATH|TAIR=AT4G05050|UniProtKB=P0CH33
P0DI03	AT1G24881	ARATH|TAIR=locus|UniProtKB=P0DI03	ARATH|TAIR=AT1G24881|UniProtKB=P0DI03
P0DI04	AT1G25055	ARATH|TAIR=locus|UniProtKB=P0DI04	ARATH|TAIR=AT1G25055|UniProtKB=P0DI04
P0DI05	AT1G25150	ARATH|TAIR=locus|UniProtKB=P0DI05	ARATH|TAIR=AT1G25150|UniProtKB=P0DI05
P0DI06	AT1G25211	ARATH|TAIR=locus|UniProtKB=P0DI06	ARATH|TAIR=AT1G25211|UniProtKB=P0DI06
P0DI13	AT5G50680	ARATH|TAIR=locus|UniProtKB=P0DI13	ARATH|TAIR=AT5G50680|UniProtKB=P0DI13
P0DKG2	AT3G54730	ARATH|TAIR=locus|UniProtKB=P0DKG2	ARATH|TAIR=AT3G54730|UniProtKB=P0DKG2
P17094	AT1G43170	ARATH|TAIR=locus|UniProtKB=P17094	ARATH|TAIR=AT1G43170|UniProtKB=P17094
P18612	AT5G15960	ARATH|TAIR=locus|UniProtKB=P18612	ARATH|TAIR=AT5G15960|UniProtKB=P18612
P34047	AT3G22425	ARATH|TAIR=locus|UniProtKB=P34047	ARATH|TAIR=AT3G22425|UniProtKB=P34047
P36397	AT2G47170	ARATH|TAIR=locus|UniProtKB=P36397	ARATH|TAIR=AT2G47170|UniProtKB=P36397
P40940	AT2G24765	ARATH|TAIR=locus|UniProtKB=P40940	ARATH|TAIR=AT2G24765|UniProtKB=P40940
P42644	AT5G38480	ARATH|TAIR=locus|UniProtKB=P42644	ARATH|TAIR=AT5G38480|UniProtKB=P42644
P42645	AT5G16050	ARATH|TAIR=locus|UniProtKB=P42645	ARATH|TAIR=AT5G16050|UniProtKB=P42645
P82624	AT1G60987	ARATH|TAIR=locus|UniProtKB=P82624	ARATH|TAIR=AT1G60987|UniProtKB=P82624
P82625	AT1G60985	ARATH|TAIR=locus|UniProtKB=P82625	ARATH|TAIR=AT1G60985|UniProtKB=P82625
P82626	AT1G60989	ARATH|TAIR=locus|UniProtKB=P82626	ARATH|TAIR=AT1G60989|UniProtKB=P82626
P82627	AT1G60983	ARATH|TAIR=locus|UniProtKB=P82627	ARATH|TAIR=AT1G60983|UniProtKB=P82627
P82628	AT2G05117	ARATH|TAIR=locus|UniProtKB=P82628	ARATH|TAIR=AT2G05117|UniProtKB=P82628
P82629	AT4G15735	ARATH|TAIR=locus|UniProtKB=P82629	ARATH|TAIR=AT4G15735|UniProtKB=P82629
P82630	AT4G15733	ARATH|TAIR=locus|UniProtKB=P82630	ARATH|TAIR=AT4G15733|UniProtKB=P82630
P82634	AT2G05335	ARATH|TAIR=locus|UniProtKB=P82634	ARATH|TAIR=AT2G05335|UniProtKB=P82634
P82641	AT4G33465	ARATH|TAIR=locus|UniProtKB=P82641	ARATH|TAIR=AT4G33465|UniProtKB=P82641
P82642	AT4G14785	ARATH|TAIR=locus|UniProtKB=P82642	ARATH|TAIR=AT4G14785|UniProtKB=P82642
P92952	AT3G23910	ARATH|TAIR=locus|UniProtKB=P92952	ARATH|TAIR=AT3G23910|UniProtKB=P92952
P93307	ATMG00520	ARATH|TAIR=locus|UniProtKB=P93307	ARATH|TAIR=ATMG00520|UniProtKB=P93307
Q03509	AT5G21274	ARATH|TAIR=locus|UniProtKB=Q03509	ARATH|TAIR=AT5G21274|UniProtKB=Q03509
Q0WLC7	AT5G50530	ARATH|TAIR=locus|UniProtKB=Q0WLC7	ARATH|TAIR=AT5G50530|UniProtKB=Q0WLC7
Q0WRA3	AT1G13690	ARATH|TAIR=locus|UniProtKB=Q0WRA3	ARATH|TAIR=AT1G13690|UniProtKB=Q0WRA3
Q0WT61	AT2G39435	ARATH|TAIR=locus|UniProtKB=Q0WT61	ARATH|TAIR=AT2G39435|UniProtKB=Q0WT61
Q0WVH0	AT3G55510	ARATH|TAIR=locus|UniProtKB=Q0WVH0	ARATH|TAIR=AT3G55510|UniProtKB=Q0WVH0
Q0WWQ1	AT5G61500	ARATH|TAIR=locus|UniProtKB=Q0WWQ1	ARATH|TAIR=AT5G61500|UniProtKB=Q0WWQ1
Q1JPN1	AT3G28700	ARATH|TAIR=locus|UniProtKB=Q1JPN1	ARATH|TAIR=AT3G28700|UniProtKB=Q1JPN1
Q1PF53	AT2G17750	ARATH|TAIR=locus|UniProtKB=Q1PF53	ARATH|TAIR=AT2G17750|UniProtKB=Q1PF53
Q1ZXW0	ATMG01275	ARATH|TAIR=locus|UniProtKB=Q1ZXW0	ARATH|TAIR=ATMG01275|UniProtKB=Q1ZXW0
Q2V370	AT5G18403	ARATH|TAIR=locus|UniProtKB=Q2V370	ARATH|TAIR=AT5G18403|UniProtKB=Q2V370
Q2V3C1	AT4G33355	ARATH|TAIR=locus|UniProtKB=Q2V3C1	ARATH|TAIR=AT4G33355|UniProtKB=Q2V3C1
Q2V3H5	AT4G17718	ARATH|TAIR=locus|UniProtKB=Q2V3H5	ARATH|TAIR=AT4G17718|UniProtKB=Q2V3H5
Q2V3H6	AT4G17713	ARATH|TAIR=locus|UniProtKB=Q2V3H6	ARATH|TAIR=AT4G17713|UniProtKB=Q2V3H6
Q2V3I3	AT4G14723	ARATH|TAIR=locus|UniProtKB=Q2V3I3	ARATH|TAIR=AT4G14723|UniProtKB=Q2V3I3
Q2V3J0	AT4G13968	ARATH|TAIR=locus|UniProtKB=Q2V3J0	ARATH|TAIR=AT4G13968|UniProtKB=Q2V3J0
Q2V3J1	AT4G13955	ARATH|TAIR=locus|UniProtKB=Q2V3J1	ARATH|TAIR=AT4G13955|UniProtKB=Q2V3J1
Q2V472	AT2G21465	ARATH|TAIR=locus|UniProtKB=Q2V472	ARATH|TAIR=AT2G21465|UniProtKB=Q2V472
Q304B9	AT2G38010	ARATH|TAIR=locus|UniProtKB=Q304B9	ARATH|TAIR=AT2G38010|UniProtKB=Q304B9
Q38853	AT4G35770	ARATH|TAIR=locus|UniProtKB=Q38853	ARATH|TAIR=AT4G35770|UniProtKB=Q38853
Q38894	AT1G28670	ARATH|TAIR=locus|UniProtKB=Q38894	ARATH|TAIR=AT1G28670|UniProtKB=Q38894
Q38921	AT5G52210	ARATH|TAIR=locus|UniProtKB=Q38921	ARATH|TAIR=AT5G52210|UniProtKB=Q38921
Q39050	AT4G14340	ARATH|TAIR=locus|UniProtKB=Q39050	ARATH|TAIR=AT4G14340|UniProtKB=Q39050
Q3E7T8	AT4G02890	ARATH|TAIR=locus|UniProtKB=Q3E7T8	ARATH|TAIR=AT4G02890|UniProtKB=Q3E7T8
Q3E8I4	AT5G42957	ARATH|TAIR=locus|UniProtKB=Q3E8I4	ARATH|TAIR=AT5G42957|UniProtKB=Q3E8I4
Q3EBZ2	AT2G17030	ARATH|TAIR=locus|UniProtKB=Q3EBZ2	ARATH|TAIR=AT2G17030|UniProtKB=Q3EBZ2
Q3ED99	AT1G18220	ARATH|TAIR=locus|UniProtKB=Q3ED99	ARATH|TAIR=AT1G18220|UniProtKB=Q3ED99
Q42438	AT5G19450	ARATH|TAIR=locus|UniProtKB=Q42438	ARATH|TAIR=AT5G19450|UniProtKB=Q42438
Q42529	AT3G54640	ARATH|TAIR=locus|UniProtKB=Q42529	ARATH|TAIR=AT3G54640|UniProtKB=Q42529
Q42561	AT3G25110	ARATH|TAIR=locus|UniProtKB=Q42561	ARATH|TAIR=AT3G25110|UniProtKB=Q42561
Q56X05	AT1G06143	ARATH|TAIR=locus|UniProtKB=Q56X05	ARATH|TAIR=AT1G06143|UniProtKB=Q56X05
Q5HZ00	AT2G34630	ARATH|TAIR=locus|UniProtKB=Q5HZ00	ARATH|TAIR=AT2G34630|UniProtKB=Q5HZ00
Q5PNU3	AT4G16144	ARATH|TAIR=locus|UniProtKB=Q5PNU3	ARATH|TAIR=AT4G16144|UniProtKB=Q5PNU3
Q5Q0B3	AT4G31380	ARATH|TAIR=locus|UniProtKB=Q5Q0B3	ARATH|TAIR=AT4G31380|UniProtKB=Q5Q0B3
Q681K2	AT2G41475	ARATH|TAIR=locus|UniProtKB=Q681K2	ARATH|TAIR=AT2G41475|UniProtKB=Q681K2
Q6DSS2	AT2G31862	ARATH|TAIR=locus|UniProtKB=Q6DSS2	ARATH|TAIR=AT2G31862|UniProtKB=Q6DSS2
Q75QN6	AT5G23720	ARATH|TAIR=locus|UniProtKB=Q75QN6	ARATH|TAIR=AT5G23720|UniProtKB=Q75QN6
Q7XA73	AT4G14713	ARATH|TAIR=locus|UniProtKB=Q7XA73	ARATH|TAIR=AT4G14713|UniProtKB=Q7XA73
Q7XBQ8	AT1G09290	ARATH|TAIR=locus|UniProtKB=Q7XBQ8	ARATH|TAIR=AT1G09290|UniProtKB=Q7XBQ8
Q7XJU2	AT1G05710	ARATH|TAIR=locus|UniProtKB=Q7XJU2	ARATH|TAIR=AT1G05710|UniProtKB=Q7XJU2
Q84JF8	AT5G63410	ARATH|TAIR=locus|UniProtKB=Q84JF8	ARATH|TAIR=AT5G63410|UniProtKB=Q84JF8
Q84LR6	AT2G46880	ARATH|TAIR=locus|UniProtKB=Q84LR6	ARATH|TAIR=AT2G46880|UniProtKB=Q84LR6
Q84MB3	AT1G06620	ARATH|TAIR=locus|UniProtKB=Q84MB3	ARATH|TAIR=AT1G06620|UniProtKB=Q84MB3
Q84P17	AT1G55320	ARATH|TAIR=locus|UniProtKB=Q84P17	ARATH|TAIR=AT1G55320|UniProtKB=Q84P17
Q84VQ3	AT5G21326	ARATH|TAIR=locus|UniProtKB=Q84VQ3	ARATH|TAIR=AT5G21326|UniProtKB=Q84VQ3
Q84VZ1	AT1G79790	ARATH|TAIR=locus|UniProtKB=Q84VZ1	ARATH|TAIR=AT1G79790|UniProtKB=Q84VZ1
Q84WW3	AT5G15070	ARATH|TAIR=locus|UniProtKB=Q84WW3	ARATH|TAIR=AT5G15070|UniProtKB=Q84WW3
Q8GWP0	AT4G17785	ARATH|TAIR=locus|UniProtKB=Q8GWP0	ARATH|TAIR=AT4G17785|UniProtKB=Q8GWP0
Q8GX94	AT5G62710	ARATH|TAIR=locus|UniProtKB=Q8GX94	ARATH|TAIR=AT5G62710|UniProtKB=Q8GX94
Q8GXX4	AT4G14905	ARATH|TAIR=locus|UniProtKB=Q8GXX4	ARATH|TAIR=AT4G14905|UniProtKB=Q8GXX4
Q8GYB1	AT1G28960	ARATH|TAIR=locus|UniProtKB=Q8GYB1	ARATH|TAIR=AT1G28960|UniProtKB=Q8GYB1
Q8GZ13	AT1G18400	ARATH|TAIR=locus|UniProtKB=Q8GZ13	ARATH|TAIR=AT1G18400|UniProtKB=Q8GZ13
Q8GZ99	AT5G49760	ARATH|TAIR=locus|UniProtKB=Q8GZ99	ARATH|TAIR=AT5G49760|UniProtKB=Q8GZ99
Q8H0U4	AT2G16950	ARATH|TAIR=locus|UniProtKB=Q8H0U4	ARATH|TAIR=AT2G16950|UniProtKB=Q8H0U4
Q8H129	AT1G14700	ARATH|TAIR=locus|UniProtKB=Q8H129	ARATH|TAIR=AT1G14700|UniProtKB=Q8H129
Q8H1S4	AT1G06650	ARATH|TAIR=locus|UniProtKB=Q8H1S4	ARATH|TAIR=AT1G06650|UniProtKB=Q8H1S4
Q8H960	AT1G32370	ARATH|TAIR=locus|UniProtKB=Q8H960	ARATH|TAIR=AT1G32370|UniProtKB=Q8H960
Q8L5V0	AT4G16265	ARATH|TAIR=locus|UniProtKB=Q8L5V0	ARATH|TAIR=AT4G16265|UniProtKB=Q8L5V0
Q8L719	AT5G02530	ARATH|TAIR=locus|UniProtKB=Q8L719	ARATH|TAIR=AT5G02530|UniProtKB=Q8L719
Q8L7A0	AT2G25737	ARATH|TAIR=locus|UniProtKB=Q8L7A0	ARATH|TAIR=AT2G25737|UniProtKB=Q8L7A0
Q8L870	AT5G05930	ARATH|TAIR=locus|UniProtKB=Q8L870	ARATH|TAIR=AT5G05930|UniProtKB=Q8L870
Q8L925	AT1G69180	ARATH|TAIR=locus|UniProtKB=Q8L925	ARATH|TAIR=AT1G69180|UniProtKB=Q8L925
Q8LC59	AT5G26930	ARATH|TAIR=locus|UniProtKB=Q8LC59	ARATH|TAIR=AT5G26930|UniProtKB=Q8LC59
Q8LCY2	AT5G03905	ARATH|TAIR=locus|UniProtKB=Q8LCY2	ARATH|TAIR=AT5G03905|UniProtKB=Q8LCY2
Q8LDL0	AT1G67700	ARATH|TAIR=locus|UniProtKB=Q8LDL0	ARATH|TAIR=AT1G67700|UniProtKB=Q8LDL0
Q8LG32	AT1G53870	ARATH|TAIR=locus|UniProtKB=Q8LG32	ARATH|TAIR=AT1G53870|UniProtKB=Q8LG32
Q8LGF7	AT5G25760	ARATH|TAIR=locus|UniProtKB=Q8LGF7	ARATH|TAIR=AT5G25760|UniProtKB=Q8LGF7
Q8LPG1	AT1G33265	ARATH|TAIR=locus|UniProtKB=Q8LPG1	ARATH|TAIR=AT1G33265|UniProtKB=Q8LPG1
Q8RUD6	AT2G21045	ARATH|TAIR=locus|UniProtKB=Q8RUD6	ARATH|TAIR=AT2G21045|UniProtKB=Q8RUD6
Q8RUF8	AT5G12040	ARATH|TAIR=locus|UniProtKB=Q8RUF8	ARATH|TAIR=AT5G12040|UniProtKB=Q8RUF8
Q8RWY1	AT1G31600	ARATH|TAIR=locus|UniProtKB=Q8RWY1	ARATH|TAIR=AT1G31600|UniProtKB=Q8RWY1
Q8RY73	AT4G17620	ARATH|TAIR=locus|UniProtKB=Q8RY73	ARATH|TAIR=AT4G17620|UniProtKB=Q8RY73
Q8S4Q6	AT2G37678	ARATH|TAIR=locus|UniProtKB=Q8S4Q6	ARATH|TAIR=AT2G37678|UniProtKB=Q8S4Q6
Q8S8I1	AT2G20815	ARATH|TAIR=locus|UniProtKB=Q8S8I1	ARATH|TAIR=AT2G20815|UniProtKB=Q8S8I1
Q8S8I4	AT2G20875	ARATH|TAIR=locus|UniProtKB=Q8S8I4	ARATH|TAIR=AT2G20875|UniProtKB=Q8S8I4
Q8S8K9	AT2G06005	ARATH|TAIR=locus|UniProtKB=Q8S8K9	ARATH|TAIR=AT2G06005|UniProtKB=Q8S8K9
Q8S8T8	AT2G40935	ARATH|TAIR=locus|UniProtKB=Q8S8T8	ARATH|TAIR=AT2G40935|UniProtKB=Q8S8T8
Q8S948	AT1G78510	ARATH|TAIR=locus|UniProtKB=Q8S948	ARATH|TAIR=AT1G78510|UniProtKB=Q8S948
Q8S9D1	AT5G21222	ARATH|TAIR=locus|UniProtKB=Q8S9D1	ARATH|TAIR=AT5G21222|UniProtKB=Q8S9D1
Q8S9M1	AT2G42130	ARATH|TAIR=locus|UniProtKB=Q8S9M1	ARATH|TAIR=AT2G42130|UniProtKB=Q8S9M1
Q8VY98	AT4G00355	ARATH|TAIR=locus|UniProtKB=Q8VY98	ARATH|TAIR=AT4G00355|UniProtKB=Q8VY98
Q8VYM7	AT1G73840	ARATH|TAIR=locus|UniProtKB=Q8VYM7	ARATH|TAIR=AT1G73840|UniProtKB=Q8VYM7
Q8VZC2	AT1G78490	ARATH|TAIR=locus|UniProtKB=Q8VZC2	ARATH|TAIR=AT1G78490|UniProtKB=Q8VZC2
Q8VZT4	AT1G29370	ARATH|TAIR=locus|UniProtKB=Q8VZT4	ARATH|TAIR=AT1G29370|UniProtKB=Q8VZT4
Q8W191	AT3G17609	ARATH|TAIR=locus|UniProtKB=Q8W191	ARATH|TAIR=AT3G17609|UniProtKB=Q8W191
Q8W4F1	AT2G46910	ARATH|TAIR=locus|UniProtKB=Q8W4F1	ARATH|TAIR=AT2G46910|UniProtKB=Q8W4F1
Q93V72	AT1G69295	ARATH|TAIR=locus|UniProtKB=Q93V72	ARATH|TAIR=AT1G69295|UniProtKB=Q93V72
Q93VK8	AT4G16515	ARATH|TAIR=locus|UniProtKB=Q93VK8	ARATH|TAIR=AT4G16515|UniProtKB=Q93VK8
Q93W28	AT4G15545	ARATH|TAIR=locus|UniProtKB=Q93W28	ARATH|TAIR=AT4G15545|UniProtKB=Q93W28
Q93Z80	AT3G05160	ARATH|TAIR=locus|UniProtKB=Q93Z80	ARATH|TAIR=AT3G05160|UniProtKB=Q93Z80
Q93ZM6	AT5G63620	ARATH|TAIR=locus|UniProtKB=Q93ZM6	ARATH|TAIR=AT5G63620|UniProtKB=Q93ZM6
Q941D3	AT5G19940	ARATH|TAIR=locus|UniProtKB=Q941D3	ARATH|TAIR=AT5G19940|UniProtKB=Q941D3
Q941I2	AT4G17695	ARATH|TAIR=locus|UniProtKB=Q941I2	ARATH|TAIR=AT4G17695|UniProtKB=Q941I2
Q948R9	AT3G17170	ARATH|TAIR=locus|UniProtKB=Q948R9	ARATH|TAIR=AT3G17170|UniProtKB=Q948R9
Q94AK6	AT3G10985	ARATH|TAIR=locus|UniProtKB=Q94AK6	ARATH|TAIR=AT3G10985|UniProtKB=Q94AK6
Q94BT9	AT1G66240	ARATH|TAIR=locus|UniProtKB=Q94BT9	ARATH|TAIR=AT1G66240|UniProtKB=Q94BT9
Q94CE5	AT3G22200	ARATH|TAIR=locus|UniProtKB=Q94CE5	ARATH|TAIR=AT3G22200|UniProtKB=Q94CE5
Q94CK3	AT5G12390	ARATH|TAIR=locus|UniProtKB=Q94CK3	ARATH|TAIR=AT5G12390|UniProtKB=Q94CK3
Q94CK4	AT5G12380	ARATH|TAIR=locus|UniProtKB=Q94CK4	ARATH|TAIR=AT5G12380|UniProtKB=Q94CK4
Q94CK9	AT5G12330	ARATH|TAIR=locus|UniProtKB=Q94CK9	ARATH|TAIR=AT5G12330|UniProtKB=Q94CK9
Q94CL7	AT4G28610	ARATH|TAIR=locus|UniProtKB=Q94CL7	ARATH|TAIR=AT4G28610|UniProtKB=Q94CL7
Q94EH8	AT1G66260	ARATH|TAIR=locus|UniProtKB=Q94EH8	ARATH|TAIR=AT1G66260|UniProtKB=Q94EH8
Q94IA6	AT3G13730	ARATH|TAIR=locus|UniProtKB=Q94IA6	ARATH|TAIR=AT3G13730|UniProtKB=Q94IA6
Q94K00	AT2G40150	ARATH|TAIR=locus|UniProtKB=Q94K00	ARATH|TAIR=AT2G40150|UniProtKB=Q94K00
